user_id,image_id,class
10,10010,1
27,10019,44
69,10035,71
23,1004,11
2,10040,99
66,10054,62
13,10057,42
46,10063,96
89,1007,89
98,10089,15
71,10091,48
61,10100,3
48,10102,57
85,10103,59
30,10107,63
28,10115,35
59,10123,38
26,10136,31
38,10145,5
0,10152,52
34,10155,53
22,10177,65
95,10199,72
99,10201,42
56,10260,78
26,10264,31
40,10273,61
7,10274,56
33,10301,46
10,10327,58
39,10336,67
17,1034,90
91,10360,19
69,10363,28
19,10364,89
5,10384,39
62,10396,77
19,10413,50
22,10417,4
0,10442,29
8,10446,78
83,10458,89
61,10473,3
81,10478,70
49,10500,38
35,10507,88
55,10511,44
91,1052,19
21,10548,32
52,10556,79
94,10559,88
81,1056,92
33,10565,34
77,10573,51
57,1058,64
45,10581,14
79,10582,78
79,10589,30
84,10591,92
1,10592,75
56,10596,76
65,10604,85
27,10606,44
3,10607,69
34,10612,52
4,10618,40
75,1063,73
85,10639,10
62,10646,80
92,10666,34
15,10669,96
92,10670,93
51,10687,87
31,10692,5
36,10695,65
53,107,69
54,10704,65
13,10711,71
27,10720,40
2,10721,80
86,10724,32
99,10733,42
35,10744,86
8,10745,40
1,10758,49
29,10768,17
22,10817,22
12,10829,18
45,10836,14
44,10837,86
52,10841,47
8,10844,78
57,10869,10
83,10883,89
68,10887,43
42,10895,90
27,10921,68
85,10933,40
50,10955,10
9,1096,74
33,10987,64
9,10990,77
22,10997,23
25,11004,59
72,11023,56
96,11025,27
32,11046,39
26,11065,0
86,11091,75
17,11095,52
80,11103,58
99,11115,80
30,11117,39
68,11133,57
49,11136,28
4,11137,71
70,1114,8
22,11149,65
4,11162,36
17,11166,16
19,1117,50
51,11184,27
87,11185,10
4,11191,36
60,11225,68
70,11229,8
48,11253,57
49,11254,59
56,11264,0
44,11266,84
65,1127,85
34,1128,52
14,11281,73
23,11282,14
35,1129,1
6,11308,49
40,11310,79
1,11319,21
49,11321,95
62,11328,71
76,1133,24
39,11342,85
92,11346,45
18,11348,33
51,11353,27
63,11364,2
60,11372,63
80,1138,13
51,1141,90
30,11410,6
6,11411,37
33,11424,34
17,11425,90
78,11438,71
36,11441,65
37,11459,54
6,11469,26
83,1147,49
17,11471,95
65,11474,57
71,11483,21
14,11486,10
38,11508,35
74,11515,40
75,11516,39
2,11519,99
89,11524,44
87,11526,99
67,11534,86
91,11537,86
63,11538,32
46,11541,25
60,11550,53
43,1156,19
77,11561,99
79,1160,59
68,11613,12
83,11624,47
71,11625,48
86,11633,59
57,11636,92
86,11651,32
73,11654,2
56,11666,61
72,1167,56
9,11670,94
84,1168,97
41,11681,81
92,11682,73
37,11700,83
37,11705,9
96,11710,59
97,11723,86
18,11733,13
83,11741,37
32,11742,40
47,11766,41
12,11793,78
71,11802,14
36,11811,67
15,11817,16
16,11818,28
82,11822,39
73,11833,2
82,11850,22
51,11851,54
38,11868,38
53,1187,45
53,11872,74
40,11888,21
4,11904,93
2,11907,98
18,11926,41
6,1193,38
89,11939,81
77,11942,28
33,11945,25
54,11984,79
36,11992,31
87,11995,0
12,11999,18
88,12,82
40,12005,12
8,12007,78
49,12012,99
95,1202,45
82,12026,93
53,12029,61
74,1203,40
10,12032,29
3,12033,29
25,12053,4
25,12054,59
44,12061,80
35,12066,86
13,12112,71
90,12119,80
29,1213,5
58,12139,58
77,1214,30
75,12141,87
7,1215,88
50,12184,39
3,1219,7
27,12193,44
53,12202,7
62,12212,27
74,12220,40
60,12223,53
70,12231,8
46,12259,38
79,12268,78
85,1227,55
31,12272,21
16,12279,35
56,12302,6
83,12324,2
43,12334,21
68,12361,57
89,12372,44
38,12377,5
69,12379,13
36,12380,82
50,12386,39
93,12397,37
63,12406,94
75,12408,82
47,12413,1
24,12431,79
54,12434,79
41,1246,95
31,12462,53
45,12469,66
98,12477,73
57,1248,78
41,12480,81
84,12481,11
0,12483,44
74,12490,15
72,12491,33
52,12498,37
