user_id,image_id,class
21,10010,1
24,10019,44
67,10035,71
32,1004,11
15,10040,99
84,10054,62
10,10057,42
49,10063,96
92,1007,89
40,10089,15
69,10091,48
49,10100,3
9,10102,57
27,10103,59
51,10107,63
44,10115,35
83,10123,38
14,10136,31
62,10145,5
1,10152,52
76,10155,53
17,10177,65
89,10199,72
88,10201,42
8,10260,78
14,10264,31
83,10273,61
40,10274,56
23,10301,46
29,10327,58
11,10336,67
45,1034,90
49,10360,19
57,10363,28
5,10364,89
15,10384,39
34,10396,77
61,10413,50
23,10417,4
53,10442,29
8,10446,78
92,10458,89
49,10473,3
99,10478,70
28,10500,38
22,10507,88
66,10511,44
54,1052,19
65,10548,32
70,10556,79
38,10559,88
99,1056,92
36,10565,34
55,10573,51
85,1058,64
97,10581,14
8,10582,78
83,10589,30
99,10591,92
43,10592,75
10,10596,76
85,10604,85
24,10606,44
49,10607,69
69,10612,52
43,10618,40
59,1063,73
48,10639,10
58,10646,80
57,10666,34
32,10669,96
98,10670,93
31,10687,87
62,10692,5
35,10695,65
50,107,69
35,10704,65
67,10711,71
43,10720,40
47,10721,80
70,10724,32
88,10733,42
1,10744,86
43,10745,40
9,10758,49
16,10768,17
26,10817,22
22,10829,18
97,10836,14
1,10837,86
82,10841,47
8,10844,78
19,10869,10
92,10883,89
39,10887,43
69,10895,90
85,10921,68
91,10933,40
19,10955,10
6,1096,74
49,10987,64
24,10990,77
38,10997,23
27,11004,59
95,11023,56
88,11025,27
46,11046,39
84,11065,0
86,11091,75
34,11095,52
42,11103,58
62,11115,80
46,11117,39
9,11133,57
16,11136,28
49,11137,71
82,1114,8
17,11149,65
5,11162,36
21,11166,16
76,1117,50
74,11184,27
48,11185,10
68,11191,36
93,11225,68
63,11229,8
7,11253,57
27,11254,59
84,11264,0
12,11266,84
85,1127,85
79,1128,52
21,11281,73
70,11282,14
48,1129,1
9,11308,49
70,11310,79
18,11319,21
29,11321,95
67,11328,71
90,1133,24
81,11342,85
36,11346,45
2,11348,33
74,11353,27
56,11364,2
51,11372,63
54,1138,13
69,1141,90
4,11410,6
27,11411,37
36,11424,34
45,11425,90
67,11438,71
35,11441,65
0,11459,54
31,11469,26
98,1147,49
29,11471,95
9,11474,57
87,11483,21
16,11486,10
44,11508,35
52,11515,40
98,11516,39
15,11519,99
66,11524,44
47,11526,99
1,11534,86
46,11537,86
65,11538,32
68,11541,25
80,11550,53
45,1156,19
47,11561,99
27,1160,59
91,11613,12
96,11624,47
69,11625,48
27,11633,59
38,11636,92
65,11651,32
56,11654,2
96,11666,61
97,1167,56
7,11670,94
34,1168,97
94,11681,81
59,11682,73
13,11700,83
76,11705,9
28,11710,59
46,11723,86
18,11733,13
59,11741,37
43,11742,40
33,11766,41
8,11793,78
98,11802,14
11,11811,67
21,11817,16
5,11818,28
99,11822,39
56,11833,2
75,11850,22
0,11851,54
12,11868,38
25,1187,45
43,11872,74
87,11888,21
47,11904,93
24,11907,98
33,11926,41
5,1193,38
94,11939,81
71,11942,28
68,11945,25
74,11984,79
37,11992,31
84,11995,0
22,11999,18
9,12,82
91,12005,12
8,12007,78
15,12012,99
36,1202,45
98,12026,93
83,12029,61
52,1203,40
55,12032,29
53,12033,29
23,12053,4
27,12054,59
58,12061,80
1,12066,86
67,12112,71
58,12119,80
62,1213,5
42,12139,58
79,1214,30
31,12141,87
22,1215,88
55,12184,39
64,1219,7
24,12193,44
64,12202,7
74,12212,27
52,12220,40
76,12223,53
81,12231,8
12,12259,38
8,12268,78
6,1227,55
87,12272,21
44,12279,35
4,12302,6
57,12324,2
87,12334,21
9,12361,57
66,12372,44
62,12377,5
54,12379,13
3,12380,82
55,12386,39
69,12397,37
7,12406,94
3,12408,82
48,12413,1
20,12431,79
74,12434,79
29,1246,95
68,12462,53
26,12469,66
59,12477,73
8,1248,78
61,12480,81
95,12481,11
11,12483,44
40,12490,15
3,12491,33
55,12498,37
65,12505,32
40,12509,15
19,1251,61
63,1255,8
25,12557,45
12,12558,84
95,12571,56
34,12576,77
67,12579,71
13,1258,83
7,12591,94
74,12594,27
20,12596,79
25,12606,74
67,12610,71
75,12621,94
50,12641,69
53,12643,16
21,12664,13
6,12682,55
70,1269,38
15,12697,39
31,12710,87
89,12735,62
8,12750,78
42,12760,58
42,12764,58
81,12767,8
39,12782,43
52,12783,66
79,12789,52
28,1279,19
17,12801,82
78,12804,32
34,12805,52
74,12808,79
29,12812,15
62,12814,5
45,12827,90
21,12845,48
77,12858,36
40,12876,15
25,12884,45
81,1290,8
18,12903,20
12,12904,84
32,12916,11
80,12932,53
5,12945,89
0,12958,29
72,12969,36
9,12970,57
11,12995,67
62,12997,5
53,1300,16
12,13048,38
29,13049,95
22,13054,85
79,13057,52
90,13061,27
18,13085,83
39,13088,43
6,13098,55
13,13102,72
2,13106,33
98,13111,93
33,13128,94
17,1313,65
5,13159,89
74,13161,79
22,13172,18
18,13185,13
18,13214,13
46,13219,39
47,1322,80
79,13229,85
53,1323,29
19,13244,24
81,13247,84
41,1327,91
57,13272,34
9,1330,50
66,13302,3
99,1331,70
3,13318,82
69,13322,48
70,13325,32
54,13329,13
57,13332,28
92,13334,70
52,13339,66
48,13343,10
66,13351,75
50,13364,81
14,13401,91
31,13405,87
44,13407,35
84,13409,0
20,13411,79
0,13419,54
15,13426,99
0,13428,54
7,13432,57
83,13435,38
16,13445,28
23,13454,4
3,13458,82
41,13460,51
72,13471,89
16,13474,28
16,13488,10
97,1349,85
55,13492,51
49,1350,3
60,13518,23
40,13521,15
83,13544,61
81,13548,89
25,13556,74
94,13567,60
14,13569,91
44,13577,35
58,13578,80
35,13599,38
30,13605,17
22,13606,18
72,13607,36
37,13629,92
42,1364,58
52,13652,66
60,13667,23
44,13675,35
36,13678,45
65,13682,32
99,13683,92
57,1369,34
63,13705,84
49,13711,96
9,13717,57
10,13722,76
44,13740,48
30,13777,9
21,13792,16
29,13798,95
29,13801,95
82,13809,8
12,13821,38
27,13830,59
45,13834,90
90,13839,27
19,13844,61
84,13852,0
70,13863,75
28,13867,76
7,1387,94
76,13870,53
37,13887,17
87,13912,21
71,13917,30
8,13925,78
90,13937,53
93,13967,35
13,13974,72
97,1398,85
63,13988,16
51,14002,63
18,14005,83
13,14010,72
58,14012,80
29,14016,95
32,14022,96
20,14029,20
30,14032,51
96,14043,47
82,14056,98
43,14062,74
81,14067,8
82,14110,47
33,14111,41
92,14126,70
51,14127,63
5,14128,18
21,1414,16
66,14142,44
16,14147,28
48,14150,1
87,14155,98
4,14161,6
48,14179,10
54,14198,34
86,14199,3
14,14211,31
87,14213,21
95,14215,56
13,14221,97
36,14229,88
29,14251,95
60,14292,93
96,14296,47
51,143,63
47,14305,4
92,14317,70
45,14321,90
34,14347,52
97,14350,60
52,14357,66
38,14367,88
94,14377,81
74,14382,98
5,14390,79
32,14397,11
87,14404,21
70,14405,32
80,1443,45
46,14438,39
10,14446,76
26,14453,66
72,14457,36
46,1446,39
31,14462,87
70,14467,79
58,14493,80
58,14495,80
65,14512,18
60,14516,30
14,14517,91
30,1452,17
88,14522,42
34,14526,77
17,14557,82
66,1456,44
14,14566,31
32,14572,43
19,14577,64
1,1458,24
4,14589,6
15,146,99
57,1460,28
59,1461,37
52,14617,5
10,14622,51
81,14634,85
81,14641,85
60,14649,23
61,14654,69
7,1466,94
85,14664,85
77,14677,32
91,14684,12
65,14694,18
13,14723,83
6,14728,55
91,14730,14
9,14738,87
1,1474,6
90,14744,29
63,14754,53
69,1476,90
14,14767,95
30,14769,17
10,14780,42
89,14793,68
57,14800,28
42,14801,58
55,14809,81
65,14811,18
57,14824,34
75,1483,94
19,14830,10
17,14832,82
21,14834,1
58,14841,56
2,14851,33
18,14856,13
26,14862,22
45,14866,90
32,14872,43
41,14875,91
62,14878,12
8,14886,78
9,14888,57
50,14892,69
49,14899,92
77,14909,62
91,14933,12
13,14953,83
65,14959,32
0,14979,54
33,14982,41
93,14993,35
15,15,39
58,15008,80
45,1502,90
43,1503,84
2,15040,33
9,15043,50
23,15063,4
55,15071,21
1,15077,86
63,1509,84
9,15110,87
11,15111,67
14,15129,91
56,15134,2
20,15143,20
7,15145,57
46,15156,39
54,15165,34
13,15169,83
15,15176,99
78,15183,60
68,15190,25
6,15195,55
26,15205,66
68,1521,25
39,15214,43
99,15224,70
6,15225,55
72,1524,24
59,15246,73
52,15249,66
88,15255,42
27,15269,6
45,15279,19
98,15290,14
35,15296,65
89,15309,72
21,15310,34
67,15331,71
38,15334,1
75,15344,94
44,15352,48
52,15354,5
41,1536,91
4,1540,25
58,15402,80
69,15415,90
27,15418,59
66,15419,44
80,15426,53
70,15431,58
47,15442,4
44,15454,35
30,15463,17
99,1547,92
1,15479,86
2,1548,33
36,15485,45
71,15487,89
29,15534,95
12,15537,38
1,15548,86
77,15557,36
73,15560,37
46,1557,86
87,1558,21
0,15586,54
32,15593,11
11,15600,8
6,15601,55
62,15607,5
56,15620,2
86,15625,3
38,15635,1
42,15640,58
92,15653,70
20,15654,20
28,15655,97
50,15661,69
56,15670,2
1,15688,86
99,15694,92
27,1571,59
37,15710,92
71,15711,30
1,15721,86
16,15728,28
68,15754,25
76,15755,9
61,15765,29
0,1577,54
84,15777,0
36,15790,45
70,15809,58
83,15813,53
26,15818,66
84,15843,0
80,15848,53
32,15849,96
28,15855,19
16,1587,10
1,15872,52
90,15894,53
18,15901,89
72,15907,36
73,1591,49
36,15912,45
15,15926,99
38,15940,1
79,15942,85
43,15961,40
79,15996,52
4,1600,6
20,16006,20
18,16014,21
50,16030,69
68,16032,25
64,16035,7
77,16049,62
63,16056,84
45,1607,90
81,16070,84
19,16071,10
2,16087,33
7,16089,57
44,16093,48
66,16102,44
41,16108,51
81,16118,89
31,16142,87
44,16150,48
81,16156,85
54,16162,19
32,16165,96
10,16171,76
13,16176,83
27,16189,59
20,16194,79
82,16217,47
9,16219,57
41,16224,91
3,16228,82
35,16237,65
95,16238,56
21,16263,16
8,16264,78
93,16278,60
96,16286,47
41,16314,91
6,16331,55
29,16337,95
60,16359,93
61,16368,29
26,16389,90
18,16406,13
49,16412,92
60,16424,93
92,16439,89
43,16444,84
35,16445,43
32,16447,11
29,16449,39
97,16468,14
62,16480,5
66,16490,3
47,16509,99
0,16526,54
65,16527,18
65,16536,18
20,1655,50
38,16575,73
96,16578,61
72,16595,35
71,16614,28
28,16624,26
3,16643,82
48,16665,1
94,16684,60
44,16701,48
27,16709,59
49,16734,3
38,16736,88
1,16737,6
27,16738,59
66,16751,44
59,16761,73
12,16767,84
29,16769,95
50,1677,69
61,16770,50
20,16774,20
20,16775,20
79,1678,72
17,16784,82
47,16786,51
6,1679,55
78,16794,60
8,16801,78
46,16802,97
1,16815,86
99,16818,93
3,16841,82
59,16842,73
37,16846,92
29,16848,58
50,16852,69
40,16865,15
12,16866,38
55,16883,37
91,16898,12
50,1690,69
6,16903,55
49,16910,31
37,16912,92
34,1692,77
33,16921,41
95,16924,56
24,16925,77
83,16933,53
54,16944,34
50,16958,69
80,16959,45
62,16967,5
76,16971,50
23,16974,4
75,16978,94
93,16992,40
16,16994,17
34,17,97
25,17006,74
35,17007,65
91,17008,89
57,17011,23
24,17033,77
84,17036,0
87,17038,21
78,17054,60
5,17066,89
6,17107,55
52,17108,16
66,17115,44
21,1712,1
22,1713,88
65,17134,18
89,17137,24
14,17142,31
85,17145,64
65,17146,18
92,17162,89
15,17180,99
67,17192,71
68,17194,36
98,17204,93
90,17221,61
18,17223,13
52,17235,66
41,17244,82
82,17257,8
9,17260,57
85,17265,85
11,17305,67
42,17308,58
19,17323,10
41,17345,51
42,17357,58
33,17358,41
69,17363,90
96,1737,47
32,17398,96
89,174,62
80,17405,53
2,1741,33
22,17445,88
66,17452,44
56,17456,2
86,17465,75
75,17479,94
17,17480,65
72,17484,24
92,17490,89
90,17491,61
47,17498,93
0,17501,54
71,17506,30
99,17512,92
81,17517,8
9,17529,57
83,17532,61
99,17547,93
17,17552,96
37,1756,92
22,17561,18
20,17569,79
71,17578,89
98,1758,14
66,17586,44
96,17588,98
75,17594,94
28,1760,16
78,17604,60
96,17615,61
63,17619,53
96,17620,47
90,17624,24
61,1763,26
57,17632,34
95,17635,11
92,17639,70
2,1764,33
34,17645,96
26,17646,22
77,17679,62
63,17686,26
98,17719,93
89,17721,24
32,17722,11
16,17723,28
61,17726,26
93,17744,11
0,17745,29
81,1775,84
91,17752,12
67,17763,71
70,17780,75
21,17782,13
4,17784,6
98,17790,49
93,17793,60
95,17799,56
31,17801,87
6,17802,4
87,17807,21
90,1782,27
69,17837,29
80,17843,53
13,17844,72
76,17857,50
85,17859,68
96,1786,47
9,17861,57
61,17865,63
83,17867,9
60,1788,23
65,17884,32
95,17889,11
21,1789,88
86,17895,3
53,17899,16
71,1791,89
39,17913,81
71,17918,30
9,17925,50
5,17929,36
25,17934,45
20,17936,20
54,17937,25
79,17951,72
37,17955,92
7,17973,57
79,18003,72
11,18015,67
45,18019,19
55,18034,39
53,18042,16
50,18049,69
51,18051,63
14,18053,95
60,18055,23
8,18091,78
32,18099,96
71,18103,30
57,18118,42
76,18139,9
82,18141,47
75,18150,94
68,18166,25
89,18177,62
82,1818,8
30,18184,9
37,182,31
58,1822,56
72,18221,36
37,18232,8
18,18239,98
97,18242,60
20,1827,20
57,18293,28
63,18294,26
52,18296,66
69,1830,37
31,18305,87
29,18309,95
37,18319,31
92,18326,29
94,18330,81
73,18333,37
60,18335,47
20,18349,20
63,18351,26
60,18352,93
56,1837,2
6,18373,55
29,1838,95
50,184,79
76,18402,50
97,18414,85
67,18420,71
83,18447,30
1,18461,78
30,18465,9
33,18466,41
60,18471,23
12,18482,38
11,18488,67
69,18494,90
28,1850,19
60,18501,23
65,18503,18
42,18524,58
34,18529,96
61,18531,26
9,1854,82
60,18542,23
6,18546,55
85,18558,85
17,18580,65
60,18586,23
23,18587,46
39,18590,43
25,18591,74
82,18593,98
37,18603,6
80,18615,45
1,18621,86
98,18630,49
65,18683,18
83,18717,61
15,1872,99
70,18724,64
36,18727,34
67,18751,71
85,18753,64
95,18762,11
72,18767,36
74,1877,12
61,18772,29
69,18776,90
33,18781,41
46,18785,39
81,18786,85
96,188,98
67,18802,71
17,18805,65
88,18806,27
16,18820,28
32,18829,11
59,18832,73
42,18854,26
28,18856,14
55,18859,51
48,18862,1
61,18884,29
80,18885,53
4,18887,6
49,1890,92
11,18901,67
97,18907,85
79,18909,52
10,18942,76
22,18961,88
4,18979,6
37,18983,92
87,18990,98
45,19008,19
2,19016,33
76,19049,50
84,19051,0
46,19053,86
73,19058,37
81,19063,85
57,19074,2
22,19077,18
27,19092,59
74,19093,12
34,19097,16
74,19101,98
82,19102,98
61,19106,26
48,19114,1
49,19117,92
85,19128,85
95,19129,56
9,19134,57
2,19137,33
53,19141,16
81,19152,8
77,19163,32
50,19182,69
90,19200,24
86,19215,3
61,19224,26
40,19227,15
14,19230,31
43,19242,75
80,19243,53
55,19268,39
34,19277,20
80,19290,53
35,19296,38
33,19302,41
18,19305,20
38,19322,1
42,1933,58
58,19346,80
31,19349,87
78,19351,48
30,19362,9
36,19364,41
61,19379,63
27,1939,59
73,19394,49
20,19404,20
93,19410,35
32,19415,96
89,19424,62
77,19425,97
92,19428,70
5,19453,38
49,19469,3
34,19472,77
16,19477,10
89,1948,62
89,19504,24
88,19527,27
29,19544,95
41,19557,91
58,19563,80
40,19585,15
7,19592,55
33,19598,41
35,1961,3
76,19629,50
59,19638,73
98,19652,46
2,19655,33
10,19658,76
11,19673,67
82,19675,8
73,19676,49
83,19681,56
25,19693,74
57,19696,42
44,19701,48
77,19720,32
31,19726,87
52,1974,5
15,19740,99
76,19754,53
48,19761,1
54,19762,13
5,1977,79
9,19777,57
18,19792,83
96,1980,47
14,19816,95
17,19817,82
29,19820,95
89,19823,24
3,19830,82
57,19848,23
57,19857,28
32,1986,11
49,19869,3
10,19876,51
93,19892,68
4,19897,6
10,19902,60
51,19904,63
21,1991,13
24,19918,77
87,19919,21
82,19927,47
81,19941,8
21,19945,15
4,19964,6
5,19969,89
92,19989,70
65,19990,32
61,19993,81
0,20004,54
6,20013,55
77,20014,68
14,20019,16
25,20027,74
22,2003,18
4,20061,25
56,2009,2
48,20090,1
48,20093,44
54,20109,67
78,20124,32
4,20133,6
50,20142,69
65,20143,18
0,20153,54
67,20182,71
2,20188,33
35,20189,3
91,20192,12
30,20205,51
27,20207,59
19,20219,64
22,20222,88
94,20231,60
6,20251,55
6,2029,55
50,20291,69
30,20299,51
49,20302,69
62,20307,5
67,20331,71
73,2035,37
66,20371,75
16,20374,10
71,20381,30
67,20383,71
16,20391,28
64,20394,30
36,20408,45
75,20409,94
51,20414,67
51,20417,63
28,20418,14
49,20436,92
47,20446,4
0,20457,54
74,20510,27
97,20515,93
2,20535,33
71,20545,30
15,20550,99
16,20560,28
42,20562,26
46,20569,7
74,20585,27
77,20592,97
91,20605,12
74,20610,79
20,20631,20
10,20640,76
90,20680,9
89,20682,24
96,20685,98
56,20709,2
50,20719,69
64,20722,7
83,20725,30
90,20726,9
18,20747,66
16,20755,28
78,20766,34
51,20772,63
46,20778,86
13,20787,83
77,20788,62
23,20804,4
16,2081,79
3,20813,72
