user_id,image_id,class
29,10010,1
15,10019,44
83,10035,71
61,1004,11
43,10040,99
21,10054,62
53,10057,42
41,10063,96
90,1007,89
39,10089,15
42,10091,48
44,10100,3
7,10102,57
65,10103,59
45,10107,63
81,10115,35
87,10123,38
84,10136,31
23,10145,5
1,10152,52
11,10155,53
80,10177,65
29,10199,72
53,10201,42
52,10260,78
47,10264,31
89,10273,61
32,10274,56
87,10301,46
64,10327,58
26,10336,67
5,1034,90
88,10360,19
20,10363,28
13,10364,89
5,10384,39
95,10396,77
40,10413,50
79,10417,4
60,10442,29
52,10446,78
90,10458,89
57,10473,3
75,10478,70
68,10500,38
86,10507,88
15,10511,44
88,1052,19
28,10548,32
12,10556,79
86,10559,88
36,1056,92
73,10565,34
77,10573,51
44,1058,64
46,10581,14
52,10582,78
78,10589,30
36,10591,92
19,10592,75
8,10596,76
25,10604,85
15,10606,44
49,10607,69
43,10612,52
26,10618,40
38,1063,73
30,10639,10
48,10646,80
73,10666,34
21,10669,96
72,10670,93
20,10687,87
23,10692,5
80,10695,65
92,107,69
80,10704,65
31,10711,71
60,10720,40
5,10721,80
42,10724,32
53,10733,42
1,10744,86
26,10745,40
5,10758,49
9,10768,17
16,10817,22
75,10829,18
46,10836,14
1,10837,86
58,10841,47
52,10844,78
30,10869,10
90,10883,89
13,10887,43
77,10895,90
49,10921,68
76,10933,40
30,10955,10
27,1096,74
44,10987,64
59,10990,77
78,10997,23
65,11004,59
82,11023,56
51,11025,27
54,11046,39
96,11065,0
19,11091,75
43,11095,52
64,11103,58
90,11115,80
54,11117,39
7,11133,57
20,11136,28
31,11137,71
34,1114,8
80,11149,65
14,11162,36
69,11166,16
40,1117,50
51,11184,27
41,11185,10
14,11191,36
49,11225,68
34,11229,8
7,11253,57
65,11254,59
96,11264,0
71,11266,84
25,1127,85
93,1128,52
38,11281,73
46,11282,14
66,1129,1
39,11308,49
12,11310,79
63,11319,21
33,11321,95
31,11328,71
35,1133,24
25,11342,85
50,11346,45
2,11348,33
51,11353,27
18,11364,2
45,11372,63
29,1138,13
95,1141,90
74,11410,6
38,11411,37
73,11424,34
5,11425,90
96,11438,71
80,11441,65
0,11459,54
21,11469,26
84,1147,49
33,11471,95
7,11474,57
89,11483,21
30,11486,10
81,11508,35
76,11515,40
66,11516,39
38,11519,99
15,11524,44
90,11526,99
1,11534,86
1,11537,86
28,11538,32
62,11541,25
11,11550,53
88,1156,19
90,11561,99
65,1160,59
84,11613,12
58,11624,47
42,11625,48
83,11633,59
36,11636,92
28,11651,32
18,11654,2
93,11666,61
82,1167,56
59,11670,94
67,1168,97
47,11681,81
41,11682,73
24,11700,83
63,11705,9
97,11710,59
11,11723,86
22,11733,13
91,11741,37
60,11742,40
70,11766,41
52,11793,78
46,11802,14
26,11811,67
51,11817,16
3,11818,28
66,11822,39
18,11833,2
99,11850,22
0,11851,54
68,11868,38
50,1187,45
85,11872,74
89,11888,21
72,11904,93
16,11907,98
70,11926,41
68,1193,38
48,11939,81
25,11942,28
62,11945,25
86,11984,79
84,11992,31
96,11995,0
83,11999,18
98,12,82
3,12005,12
52,12007,78
90,12012,99
50,1202,45
72,12026,93
89,12029,61
76,1203,40
74,12032,29
60,12033,29
79,12053,4
65,12054,59
30,12061,80
1,12066,86
31,12112,71
67,12119,80
23,1213,5
64,12139,58
78,1214,30
99,12141,87
85,1215,88
54,12184,39
4,1219,7
15,12193,44
13,12202,7
51,12212,27
76,12220,40
11,12223,53
34,12231,8
68,12259,38
52,12268,78
70,1227,55
82,12272,21
