user_id,image_id,class
65,10000,1
17,10001,6
69,10002,6
37,10003,8
0,10004,8
7,10005,3
47,10006,4
18,10007,6
56,10008,0
80,10009,6
58,10010,0
75,10011,3
28,10012,6
25,10013,6
26,10014,5
36,10015,4
0,10016,8
13,10017,3
3,10018,2
69,10019,6
22,10020,0
53,10021,3
64,10022,1
91,10023,4
94,10024,0
17,10025,6
17,10026,6
36,10027,2
8,10028,7
78,10029,6
54,10030,9
46,10031,0
47,10032,4
60,10033,5
66,10034,7
39,10035,1
28,10036,6
96,10037,7
73,10038,9
67,10039,1
8,10040,7
9,10041,7
37,10042,8
83,10043,0
19,10044,3
99,10045,7
90,10046,4
68,10047,7
79,10048,3
47,10049,1
56,10050,0
86,10051,4
66,10052,6
25,10053,6
49,10054,1
14,10055,4
11,10056,9
42,10057,2
70,10058,6
9,10059,4
6,10060,5
89,10061,0
56,10062,4
25,10063,6
81,10064,0
16,10065,8
75,10066,3
72,10067,4
63,10068,8
16,10069,8
53,10070,3
54,10071,9
38,10072,5
76,10073,7
49,10074,1
77,10075,9
72,10076,4
41,10077,7
73,10078,9
69,10079,1
51,10080,9
99,10081,7
60,10082,5
30,10083,2
99,10084,7
19,10085,3
91,10086,4
55,10087,8
1,10088,8
36,10089,2
49,10090,1
31,10091,5
98,10092,9
42,10093,2
76,10094,7
63,10095,8
2,10096,8
5,10097,6
59,10098,8
0,10099,8
65,10100,1
35,10101,3
16,10102,8
45,10103,8
81,10104,5
36,10105,4
68,10106,7
65,10107,1
15,10108,6
66,10109,6
69,10110,1
28,10111,6
49,10112,1
83,10113,6
68,10114,7
22,10115,0
33,10116,4
18,10117,6
93,10118,9
20,10119,5
2,10120,8
96,10121,7
74,10122,1
51,10123,9
22,10124,0
75,10125,3
53,10126,3
62,10127,7
17,10128,6
85,10129,9
58,10130,0
32,10131,4
62,10132,7
61,10133,1
43,10134,4
40,10135,3
44,10136,4
40,10137,3
82,10138,9
63,10139,8
96,10140,7
50,10141,0
44,10142,8
19,10143,3
93,10144,9
23,10145,1
50,10146,0
0,10147,8
50,10148,0
73,10149,9
90,10150,4
80,10151,0
10,10152,2
74,10153,1
14,10154,4
36,10155,2
68,10156,7
65,10157,1
10,10158,7
83,10159,0
4,10160,2
93,10161,9
96,10162,7
98,10163,9
37,10164,8
18,10165,6
71,10166,4
26,10167,4
27,10168,1
49,10169,1
99,10170,7
43,10171,8
63,10172,8
29,10173,6
14,10174,4
38,10175,5
28,10176,6
3,10177,3
98,10178,9
86,10179,4
57,10180,2
60,10181,5
75,10182,3
70,10183,6
96,10184,7
95,10185,7
53,10186,3
87,10187,9
23,10188,1
18,10189,3
65,10190,1
2,10191,8
35,10192,3
40,10193,3
26,10194,5
15,10195,6
32,10196,4
58,10197,0
11,10198,9
5,10199,6
70,10200,6
20,10201,5
95,10202,0
17,10203,6
88,10204,2
51,10205,0
38,10206,5
14,10207,4
59,10208,9
7,10209,3
47,10210,4
5,10211,6
95,10212,0
78,10213,6
76,10214,7
22,10215,0
96,10216,7
88,10217,2
28,10218,6
73,10219,9
27,10220,6
31,10221,5
