user_id,image_id,class
61,10000,1
19,10001,6
74,10002,6
44,10003,8
0,10004,8
12,10005,3
41,10006,4
27,10007,6
48,10008,0
95,10009,6
63,10010,0
70,10011,3
62,10012,6
28,10013,6
29,10014,5
38,10015,4
0,10016,8
19,10017,3
3,10018,2
76,10019,6
10,10020,0
50,10021,3
55,10022,1
85,10023,4
88,10024,0
18,10025,6
18,10026,6
58,10027,2
2,10028,7
94,10029,6
46,10030,9
31,10031,0
41,10032,4
51,10033,5
49,10034,7
23,10035,1
62,10036,6
74,10037,7
53,10038,9
71,10039,1
2,10040,7
11,10041,7
50,10042,8
77,10043,0
22,10044,3
98,10045,7
82,10046,4
55,10047,7
80,10048,3
27,10049,1
63,10050,0
74,10051,4
66,10052,6
28,10053,6
33,10054,1
21,10055,4
25,10056,9
64,10057,2
80,10058,6
6,10059,4
1,10060,5
79,10061,0
52,10062,4
28,10063,6
73,10064,0
39,10065,8
73,10066,3
69,10067,4
91,10068,8
39,10069,8
68,10070,3
46,10071,9
50,10072,5
71,10073,7
33,10074,1
60,10075,9
69,10076,4
30,10077,7
54,10078,9
72,10079,1
42,10080,9
98,10081,7
51,10082,5
39,10083,2
99,10084,7
22,10085,3
85,10086,4
90,10087,8
9,10088,8
58,10089,2
27,10090,1
34,10091,5
99,10092,9
64,10093,2
56,10094,7
91,10095,8
16,10096,8
8,10097,6
91,10098,8
0,10099,8
61,10100,1
30,10101,3
39,10102,8
83,10103,8
54,10104,5
38,10105,4
56,10106,7
61,10107,1
17,10108,6
74,10109,6
72,10110,1
60,10111,6
27,10112,1
95,10113,6
56,10114,7
7,10115,0
33,10116,4
25,10117,6
96,10118,9
15,10119,5
16,10120,8
74,10121,7
72,10122,1
45,10123,9
10,10124,0
70,10125,3
68,10126,3
49,10127,7
18,10128,6
78,10129,9
63,10130,0
26,10131,4
49,10132,7
43,10133,1
38,10134,4
35,10135,3
38,10136,4
35,10137,3
70,10138,9
93,10139,8
75,10140,7
40,10141,0
59,10142,8
22,10143,3
96,10144,9
4,10145,1
35,10146,0
0,10147,8
40,10148,0
54,10149,9
82,10150,4
68,10151,0
15,10152,2
80,10153,1
6,10154,4
58,10155,2
55,10156,7
61,10157,1
17,10158,7
77,10159,0
7,10160,2
95,10161,9
74,10162,7
99,10163,9
47,10164,8
25,10165,6
52,10166,4
24,10167,4
13,10168,1
33,10169,1
93,10170,7
57,10171,8
91,10172,8
62,10173,6
21,10174,4
47,10175,5
60,10176,6
2,10177,3
99,10178,9
74,10179,4
67,10180,2
51,10181,5
70,10182,3
76,10183,6
74,10184,7
74,10185,7
45,10186,3
78,10187,9
4,10188,1
22,10189,3
61,10190,1
16,10191,8
28,10192,3
35,10193,3
29,10194,5
17,10195,6
26,10196,4
63,10197,0
4,10198,9
8,10199,6
76,10200,6
15,10201,5
94,10202,0
18,10203,6
92,10204,2
48,10205,0
50,10206,5
21,10207,4
52,10208,9
12,10209,3
41,10210,4
8,10211,6
93,10212,0
94,10213,6
56,10214,7
7,10215,0
74,10216,7
92,10217,2
60,10218,6
54,10219,9
37,10220,6
34,10221,5
0,10222,4
24,10223,5
26,10224,4
96,10225,7
28,10226,7
94,10227,6
57,10228,8
61,10229,1
50,10230,5
96,10231,9
41,10232,7
16,10233,8
57,10234,8
56,10235,7
72,10236,1
41,10237,4
76,10238,6
41,10239,4
58,10240,2
89,10241,2
57,10242,5
88,10243,0
36,10244,3
9,10245,8
53,10246,9
76,10247,4
80,10248,1
14,10249,1
82,10250,4
27,10251,1
48,10252,9
17,10253,6
70,10254,3
73,10255,3
17,10256,6
4,10257,9
43,10258,5
32,10259,7
58,10260,6
85,10261,9
