user_id,image_id,class
76,10000,1
43,10001,6
71,10002,6
28,10003,8
0,10004,8
7,10005,3
49,10006,4
47,10007,6
37,10008,0
89,10009,6
42,10010,0
51,10011,3
66,10012,6
57,10013,6
67,10014,5
36,10015,4
0,10016,8
13,10017,3
3,10018,2
78,10019,6
20,10020,0
50,10021,3
74,10022,1
69,10023,4
81,10024,0
43,10025,6
43,10026,6
46,10027,2
8,10028,7
89,10029,6
52,10030,9
24,10031,0
49,10032,4
86,10033,5
18,10034,7
68,10035,1
66,10036,6
38,10037,7
77,10038,9
80,10039,1
8,10040,7
9,10041,7
28,10042,8
58,10043,0
14,10044,3
60,10045,7
65,10046,4
26,10047,7
54,10048,3
68,10049,1
42,10050,0
63,10051,4
71,10052,6
47,10053,6
72,10054,1
19,10055,4
11,10056,9
48,10057,2
78,10058,6
4,10059,4
6,10060,5
64,10061,0
56,10062,4
57,10063,6
58,10064,0
25,10065,8
51,10066,3
62,10067,4
96,10068,8
2,10069,8
50,10070,3
52,10071,9
84,10072,5
34,10073,7
72,10074,1
77,10075,9
62,10076,4
15,10077,7
77,10078,9
80,10079,1
16,10080,9
60,10081,7
86,10082,5
46,10083,2
67,10084,7
14,10085,3
69,10086,4
94,10087,8
1,10088,8
48,10089,2
68,10090,1
67,10091,5
99,10092,9
48,10093,2
34,10094,7
95,10095,8
2,10096,8
5,10097,6
95,10098,8
0,10099,8
76,10100,1
23,10101,3
25,10102,8
73,10103,8
92,10104,5
36,10105,4
26,10106,7
75,10107,1
32,10108,6
71,10109,6
82,10110,1
65,10111,6
68,10112,1
89,10113,6
26,10114,7
20,10115,0
35,10116,4
47,10117,6
97,10118,9
35,10119,5
2,10120,8
38,10121,7
82,10122,1
16,10123,9
20,10124,0
51,10125,3
50,10126,3
18,10127,7
43,10128,6
91,10129,9
42,10130,0
30,10131,4
18,10132,7
74,10133,1
36,10134,4
32,10135,3
49,10136,4
32,10137,3
85,10138,9
96,10139,8
53,10140,7
27,10141,0
29,10142,8
14,10143,3
98,10144,9
31,10145,1
24,10146,0
0,10147,8
27,10148,0
77,10149,9
63,10150,4
44,10151,0
10,10152,2
90,10153,1
15,10154,4
48,10155,2
26,10156,7
75,10157,1
9,10158,7
58,10159,0
10,10160,2
97,10161,9
38,10162,7
99,10163,9
28,10164,8
47,10165,6
61,10166,4
30,10167,4
33,10168,1
72,10169,1
60,10170,7
29,10171,8
96,10172,8
66,10173,6
19,10174,4
84,10175,5
66,10176,6
3,10177,3
99,10178,9
63,10179,4
55,10180,2
90,10181,5
51,10182,3
78,10183,6
38,10184,7
38,10185,7
50,10186,3
91,10187,9
31,10188,1
14,10189,3
76,10190,1
2,10191,8
23,10192,3
32,10193,3
67,10194,5
26,10195,6
30,10196,4
42,10197,0
11,10198,9
5,10199,6
78,10200,6
35,10201,5
85,10202,0
43,10203,6
88,10204,2
37,10205,0
86,10206,5
19,10207,4
70,10208,9
7,10209,3
49,10210,4
5,10211,6
81,10212,0
89,10213,6
34,10214,7
20,10215,0
38,10216,7
88,10217,2
65,10218,6
77,10219,9
65,10220,6
79,10221,5
4,10222,4
40,10223,5
30,10224,4
60,10225,7
15,10226,7
89,10227,6
28,10228,8
75,10229,1
86,10230,5
98,10231,9
17,10232,7
2,10233,8
29,10234,8
26,10235,7
82,10236,1
49,10237,4
78,10238,6
49,10239,4
48,10240,2
