user_id,image_id,class
84,10000,1
17,10001,6
40,10002,6
34,10003,8
0,10004,8
19,10005,3
51,10006,4
18,10007,6
50,10008,0
78,10009,6
58,10010,0
75,10011,3
35,10012,6
18,10013,6
49,10014,5
39,10015,4
0,10016,8
19,10017,3
3,10018,2
45,10019,6
30,10020,0
75,10021,3
81,10022,1
83,10023,4
90,10024,0
17,10025,6
17,10026,6
14,10027,2
2,10028,7
72,10029,6
88,10030,9
47,10031,0
51,10032,4
63,10033,5
57,10034,7
42,10035,1
35,10036,6
73,10037,7
91,10038,9
95,10039,1
2,10040,7
25,10041,7
34,10042,8
80,10043,0
48,10044,3
87,10045,7
67,10046,4
57,10047,7
77,10048,3
44,10049,1
58,10050,0
59,10051,4
40,10052,6
18,10053,6
44,10054,1
12,10055,4
9,10056,9
23,10057,2
45,10058,6
6,10059,4
1,10060,5
82,10061,0
51,10062,4
24,10063,6
80,10064,0
28,10065,8
76,10066,3
59,10067,4
78,10068,8
16,10069,8
75,10070,3
88,10071,9
63,10072,5
66,10073,7
44,10074,1
92,10075,9
54,10076,4
29,10077,7
91,10078,9
96,10079,1
87,10080,9
87,10081,7
63,10082,5
14,10083,2
87,10084,7
48,10085,3
83,10086,4
68,10087,8
11,10088,8
23,10089,2
44,10090,1
61,10091,5
99,10092,9
23,10093,2
65,10094,7
74,10095,8
16,10096,8
8,10097,6
74,10098,8
0,10099,8
84,10100,1
52,10101,3
28,10102,8
53,10103,8
71,10104,5
32,10105,4
57,10106,7
81,10107,1
15,10108,6
40,10109,6
96,10110,1
26,10111,6
44,10112,1
84,10113,6
65,10114,7
30,10115,0
32,10116,4
18,10117,6
97,10118,9
20,10119,5
16,10120,8
73,10121,7
96,10122,1
88,10123,9
30,10124,0
76,10125,3
75,10126,3
43,10127,7
17,10128,6
93,10129,9
69,10130,0
21,10131,4
43,10132,7
64,10133,1
39,10134,4
52,10135,3
39,10136,4
55,10137,3
92,10138,9
78,10139,8
73,10140,7
50,10141,0
38,10142,8
48,10143,3
97,10144,9
10,10145,1
47,10146,0
0,10147,8
47,10148,0
91,10149,9
67,10150,4
79,10151,0
7,10152,2
99,10153,1
12,10154,4
23,10155,2
57,10156,7
81,10157,1
25,10158,7
80,10159,0
7,10160,2
97,10161,9
73,10162,7
99,10163,9
34,10164,8
18,10165,6
54,10166,4
21,10167,4
10,10168,1
44,10169,1
85,10170,7
38,10171,8
78,10172,8
35,10173,6
12,10174,4
62,10175,5
35,10176,6
4,10177,3
99,10178,9
59,10179,4
27,10180,2
71,10181,5
76,10182,3
45,10183,6
73,10184,7
66,10185,7
56,10186,3
93,10187,9
10,10188,1
46,10189,3
84,10190,1
16,10191,8
48,10192,3
55,10193,3
49,10194,5
15,10195,6
21,10196,4
69,10197,0
9,10198,9
8,10199,6
45,10200,6
20,10201,5
91,10202,0
17,10203,6
70,10204,2
50,10205,0
63,10206,5
12,10207,4
89,10208,9
4,10209,3
39,10210,4
8,10211,6
90,10212,0
72,10213,6
65,10214,7
30,10215,0
73,10216,7
70,10217,2
26,10218,6
91,10219,9
26,10220,6
61,10221,5
6,10222,4
36,10223,5
21,10224,4
85,10225,7
29,10226,7
72,10227,6
34,10228,8
81,10229,1
63,10230,5
97,10231,9
43,10232,7
16,10233,8
38,10234,8
57,10235,7
96,10236,1
51,10237,4
45,10238,6
39,10239,4
23,10240,2
41,10241,2
75,10242,5
90,10243,0
56,10244,3
11,10245,8
91,10246,9
59,10247,4
99,10248,1
22,10249,1
67,10250,4
44,10251,1
89,10252,9
15,10253,6
76,10254,3
76,10255,3
15,10256,6
9,10257,9
61,10258,5
32,10259,7
26,10260,6
93,10261,9
6,10262,4
33,10263,2
59,10264,4
58,10265,0
30,10266,0
37,10267,0
38,10268,8
43,10269,7
20,10270,5
95,10271,1
34,10272,8
15,10273,6
