user_id,image_id,class
65,10000,1
26,10001,6
69,10002,6
41,10003,8
0,10004,8
13,10005,3
47,10006,4
33,10007,6
39,10008,0
93,10009,6
51,10010,0
71,10011,3
54,10012,6
35,10013,6
53,10014,5
38,10015,4
6,10016,8
19,10017,3
2,10018,2
71,10019,6
5,10020,0
64,10021,3
53,10022,1
94,10023,4
91,10024,0
19,10025,6
20,10026,6
32,10027,2
3,10028,7
85,10029,6
23,10030,9
21,10031,0
48,10032,4
87,10033,5
45,10034,7
28,10035,1
55,10036,6
75,10037,7
39,10038,9
77,10039,1
8,10040,7
19,10041,7
43,10042,8
72,10043,0
31,10044,3
94,10045,7
87,10046,4
53,10047,7
85,10048,3
32,10049,1
49,10050,0
76,10051,4
67,10052,6
34,10053,6
42,10054,1
15,10055,4
9,10056,9
40,10057,2
76,10058,6
9,10059,4
3,10060,5
79,10061,0
53,10062,4
37,10063,6
70,10064,0
30,10065,8
79,10066,3
70,10067,4
95,10068,8
29,10069,8
66,10070,3
26,10071,9
81,10072,5
66,10073,7
41,10074,1
47,10075,9
66,10076,4
29,10077,7
46,10078,9
81,10079,1
14,10080,9
92,10081,7
87,10082,5
26,10083,2
96,10084,7
29,10085,3
95,10086,4
81,10087,8
12,10088,8
36,10089,2
35,10090,1
60,10091,5
99,10092,9
41,10093,2
60,10094,7
91,10095,8
21,10096,8
2,10097,6
90,10098,8
4,10099,8
69,10100,1
39,10101,3
31,10102,8
65,10103,8
98,10104,5
37,10105,4
56,10106,7
61,10107,1
14,10108,6
68,10109,6
85,10110,1
49,10111,6
33,10112,1
94,10113,6
57,10114,7
2,10115,0
31,10116,4
32,10117,6
81,10118,9
24,10119,5
23,10120,8
76,10121,7
88,10122,1
17,10123,9
7,10124,0
75,10125,3
66,10126,3
39,10127,7
22,10128,6
60,10129,9
54,10130,0
26,10131,4
39,10132,7
49,10133,1
39,10134,4
46,10135,3
43,10136,4
48,10137,3
53,10138,9
98,10139,8
79,10140,7
30,10141,0
53,10142,8
29,10143,3
84,10144,9
3,10145,1
24,10146,0
1,10147,8
26,10148,0
42,10149,9
83,10150,4
60,10151,0
10,10152,2
95,10153,1
10,10154,4
37,10155,2
52,10156,7
60,10157,1
20,10158,7
72,10159,0
5,10160,2
79,10161,9
77,10162,7
99,10163,9
42,10164,8
33,10165,6
59,10166,4
24,10167,4
12,10168,1
38,10169,1
89,10170,7
50,10171,8
97,10172,8
59,10173,6
16,10174,4
77,10175,5
52,10176,6
0,10177,3
99,10178,9
76,10179,4
52,10180,2
93,10181,5
73,10182,3
74,10183,6
76,10184,7
73,10185,7
61,10186,3
64,10187,9
4,10188,1
26,10189,3
64,10190,1
21,10191,8
36,10192,3
48,10193,3
54,10194,5
11,10195,6
26,10196,4
55,10197,0
5,10198,9
6,10199,6
74,10200,6
26,10201,5
97,10202,0
23,10203,6
88,10204,2
38,10205,0
84,10206,5
12,10207,4
34,10208,9
7,10209,3
47,10210,4
0,10211,6
95,10212,0
87,10213,6
63,10214,7
3,10215,0
75,10216,7
86,10217,2
49,10218,6
44,10219,9
46,10220,6
62,10221,5
1,10222,4
42,10223,5
28,10224,4
91,10225,7
24,10226,7
85,10227,6
45,10228,8
62,10229,1
82,10230,5
83,10231,9
36,10232,7
22,10233,8
50,10234,8
55,10235,7
83,10236,1
48,10237,4
74,10238,6
45,10239,4
39,10240,2
78,10241,2
99,10242,5
92,10243,0
57,10244,3
14,10245,8
39,10246,9
76,10247,4
94,10248,1
19,10249,1
83,10250,4
38,10251,1
30,10252,9
13,10253,6
78,10254,3
82,10255,3
13,10256,6
5,10257,9
68,10258,5
31,10259,7
49,10260,6
66,10261,9
2,10262,4
67,10263,2
72,10264,4
42,10265,0
3,10266,0
16,10267,0
54,10268,8
44,10269,7
30,10270,5
80,10271,1
46,10272,8
15,10273,6
48,10274,7
16,10275,0
78,10276,1
28,10277,7
34,10278,7
7,10279,8
0,10280,2
81,10281,7
95,10282,4
14,10283,8
98,10284,8
54,10285,9
0,10286,8
38,10287,9
59,10288,8
68,10289,2
24,10290,8
54,10291,9
85,10292,1
11,10293,3
47,10294,5
44,10295,7
7,10296,4
87,10297,0
97,10298,1
88,10299,4
78,10300,4
10,10301,0
54,10302,8
98,10303,4
1,10304,3
50,10305,7
3,10306,9
77,10307,7
19,10308,7
61,10309,9
81,10310,3
29,10311,6
49,10312,9
37,10313,8
86,10314,1
2,10315,5
13,10316,9
94,10317,8
78,10318,5
2,10319,5
21,10320,3
70,10321,3
48,10322,3
12,10323,0
0,10324,5
37,10325,1
58,10326,0
0,10327,6
63,10328,7
46,10329,3
24,10330,0
37,10331,9
81,10332,0
90,10333,7
65,10334,0
12,10335,4
29,10336,8
93,10337,8
64,10338,0
2,10339,7
81,10340,0
50,10341,3
12,10342,9
78,10343,0
8,10344,8
12,10345,6
54,10346,8
48,10347,7
10,10348,7
65,10349,6
59,10350,4
62,10351,9
49,10352,1
13,10353,0
45,10354,8
33,10355,0
61,10356,6
28,10357,6
84,10358,7
52,10359,1
68,10360,2
84,10361,8
1,10362,1
51,10363,1
73,10364,6
55,10365,0
35,10366,5
4,10367,4
22,10368,7
91,10369,8
64,10370,1
46,10371,7
75,10372,4
52,10373,9
13,10374,6
99,10375,9
9,10376,8
72,10377,1
21,10378,2
7,10379,6
57,10380,1
9,10381,8
80,10382,5
59,10383,3
50,10384,7
91,10385,4
81,10386,7
55,10387,1
34,10388,9
2,10389,2
56,10390,9
2,10391,2
63,10392,4
72,10393,1
6,10394,0
88,10395,8
89,10396,2
33,10397,5
80,10398,2
47,10399,0
83,10400,6
72,10401,0
66,10402,8
18,10403,1
74,10404,4
6,10405,9
9,10406,2
1,10407,5
81,10408,8
90,10409,2
16,10410,5
36,10411,8
13,10412,2
69,10413,5
69,10414,3
60,10415,4
93,10416,8
91,10417,2
83,10418,3
91,10419,4
66,10420,1
60,10421,9
75,10422,7
86,10423,5
99,10424,5
21,10425,0
63,10426,4
56,10427,3
85,10428,2
3,10429,5
46,10430,3
0,10431,6
92,10432,5
64,10433,2
49,10434,8
43,10435,7
9,10436,2
46,10437,8
65,10438,2
71,10439,3
44,10440,2
66,10441,3
73,10442,8
16,10443,8
59,10444,6
19,10445,8
3,10446,1
13,10447,4
38,10448,9
63,10449,7
43,10450,1
28,10451,4
30,10452,3
73,10453,1
32,10454,3
26,10455,0
75,10456,8
20,10457,2
51,10458,1
24,10459,7
19,10460,6
52,10461,2
29,10462,3
57,10463,3
31,10464,3
34,10465,7
90,10466,7
41,10467,9
41,10468,3
74,10469,2
97,10470,0
37,10471,5
97,10472,4
10,10473,9
69,10474,2
83,10475,8
61,10476,1
7,10477,4
54,10478,4
25,10479,1
7,10480,2
41,10481,7
59,10482,5
99,10483,8
22,10484,5
88,10485,4
71,10486,0
2,10487,0
92,10488,3
70,10489,4
15,10490,7
2,10491,1
75,10492,3
45,10493,0
93,10494,9
46,10495,1
35,10496,7
99,10497,9
9,10498,2
32,10499,0
4,10500,4
92,10501,3
23,10502,7
79,10503,5
99,10504,9
48,10505,2
97,10506,3
52,10507,7
52,10508,3
55,10509,5
66,10510,6
22,10511,8
38,10512,2
58,10513,0
13,10514,5
31,10515,5
72,10516,0
50,10517,6
7,10518,3
31,10519,4
61,10520,9
94,10521,5
35,10522,1
53,10523,9
10,10524,8
36,10525,4
6,10526,0
58,10527,3
83,10528,7
25,10529,7
42,10530,8
12,10531,1
10,10532,6
67,10533,9
41,10534,3
49,10535,1
94,10536,4
57,10537,8
95,10538,7
86,10539,4
82,10540,7
55,10541,5
87,10542,5
44,10543,8
26,10544,1
86,10545,0
38,10546,7
93,10547,7
88,10548,0
98,10549,5
31,10550,6
12,10551,6
60,10552,7
69,10553,0
19,10554,6
87,10555,5
0,10556,5
4,10557,3
95,10558,3
10,10559,9
8,10560,7
71,10561,4
3,10562,7
31,10563,6
29,10564,1
78,10565,3
97,10566,5
68,10567,2
8,10568,1
87,10569,1
8,10570,4
8,10571,1
16,10572,8
63,10573,7
79,10574,0
15,10575,3
88,10576,1
62,10577,0
